"","CA_MPA_Name_Short","year","PurpDiff","lnPurpDiff","MacroDiff","lnMacroDiff","MesDiff","lnMesDiff","UrchDiff","lnUrchDiff","LobDiff","lnLobDiff","time","HW","BA_HW","type","Location","Hectares","H_cat","SheepDiff","lnSheepDiff","SheepTLDiff","lnSheepTLDiff","classcode","site_designation","SheepDiffden","lnSheepDiffden"
"111","Point Dume SMCA",2019,0.14025974025974,-1.96425928772351,0.538405872014887,-0.619142594294142,0.0720338983050847,-2.63061846096939,0.100272851296044,-2.29986029566786,2.5,0.916290731874155,7,"N","A","SMCA","ML",4123.367722,"L",1.24753744337267,0.221171562920691,1.14930798538216,0.139160009408257,"SPUL","SMCA",1.05,0.0487901641694318
"112","Point Dume SMCA",2020,0.23936170212766,-1.42977947305963,0.810386473429952,-0.210244017413578,0.217391304347826,-1.52605630349505,0.208474576271186,-1.56793818152735,0.206896551724138,-1.57553636075842,8,"N","A","SMCA","ML",4123.367722,"L",0.599270114077825,-0.512042840811133,0.982606042111687,-0.0175470101603607,"SPUL","SMCA",0.609375,-0.495321437230025
"113","Point Vicente SMCA",2007,8.5625,2.14739220358834,0.933219073269266,-0.0691153004782895,12.0157894736842,2.48622157436931,10.2881040892193,2.33098828498095,0.672413793103448,-0.396881364416773,0,"N","B","SMCA","ML",3896.539074,"M",2.2915239795514,0.829217089477595,0.947257496018468,-0.0541843156616181,"SPUL","SMCA",2.65263157894737,0.975552195910882
"114","Point Vicente SMCA",2008,41.7958115183246,3.73279613159917,0.698788251060978,-0.3584075138845,4.68717504332756,1.54483006480338,20.967869222097,3.04299122897843,0.857142857142857,-0.154150679827258,0,"N","B","SMCA","ML",3896.539074,"M",1.69405946032047,0.527127696157221,0.981337271750806,-0.0188390744765113,"SPUL","SMCA",2.09150326797386,0.737883074401337
"115","Point Vicente SMCA",2009,18.2682634730539,2.90516531787333,0.884062921404026,-0.123227040818678,2.88669950738916,1.06011381053523,12.3469387755102,2.51340815992021,0.831683168316832,-0.184303717997946,0,"N","B","SMCA","ML",3896.539074,"M",1.16774998384144,0.155078806562737,1.237429967815,0.21303662219469,"SPUL","SMCA",1.0062893081761,0.0062696130135954
"116","Point Vicente SMCA",2010,5.92982456140351,1.77999462764847,0.326638557271936,-1.11890104885561,1.29259259259259,0.256649963204052,2.99108280254777,1.09563546316558,0.888888888888889,-0.117783035656383,0,"N","B","SMCA","ML",3896.539074,"M",2.3885244835257,0.870675804381777,0.968313118313118,-0.0321997746787516,"SPUL","SMCA",2.1,0.741937344729377
"117","Point Vicente SMCA",2011,0.331311380704795,-1.10469661860678,1.42487563363004,0.354084535266378,0.521663019693654,-0.65073345570301,0.354430379746835,-1.03724334229182,1.1689497716895,0.156105714663062,0,"N","B","SMCA","ML",3896.539074,"M",1.47207139203057,0.386670519151361,1.18787287364989,0.172164206502401,"SPUL","SMCA",1.11940298507463,0.112795494145344
"118","Point Vicente SMCA",2012,0.576463945797709,-0.550842481041886,1.46282881514896,0.380372105724289,0.778692028211156,-0.250139653755879,0.614332698632508,-0.487218643134769,0.980769230769231,-0.0194180858571015,0,"N","B","SMCA","ML",3896.539074,"M",0.950182881780764,-0.0511008057770255,1.27659574468085,0.244196960512042,"SPUL","SMCA",0.810344827586207,-0.210295408836361
"119","Point Vicente SMCA",2013,8.07163742690059,2.08835636466149,0.445422259241041,-0.808732549563345,1.29854096520763,0.261241299722867,4.39520958083832,1.48051521619776,0.738095238095238,-0.303682413798222,1,"N","B","SMCA","ML",3896.539074,"M",0.872763653280336,-0.136090489143035,1.01679225454464,0.0166528233824274,"SPUL","SMCA",0.850746268656716,-0.161641351556416
"120","Point Vicente SMCA",2014,4.47836538461539,1.49925811034033,0.439732521382577,-0.821588642868257,2.56797853309481,0.94311902640602,3.57308970099668,1.27343068395891,0.684,-0.379797361359587,2,"Y","D","SMCA","ML",3896.539074,"M",3.34817507653874,1.20841544413299,1.44199234763597,0.366025732077502,"SPUL","SMCA",1.64912280701754,0.500243514435454
"121","Point Vicente SMCA",2015,7.51020408163265,2.0162626400583,0.692338491993465,-0.367680292679894,5.20967741935484,1.65051793817756,7.10526315789474,1.96083579927199,3.58333333333333,1.27629346590556,3,"Y","D","SMCA","ML",3896.539074,"M",2.52642058221181,0.926803511340002,1.09417874309163,0.0900040755640092,"SPUL","SMCA",1.82191780821918,0.599889687073363
"122","Point Vicente SMCA",2016,4.9009009009009,1.58941904554361,1.128248224606,0.12066618614164,3.01298701298701,1.10293194981263,4.05442176870748,1.39980808028661,0.75,-0.287682072451781,4,"Y","D","SMCA","ML",3896.539074,"M",1.49043800382269,0.399070039056024,1.38658717717045,0.326845459806046,"SPUL","SMCA",1.04444444444444,0.0434851119397389
"123","Point Vicente SMCA",2017,5.96153846153846,1.78532857889776,1.00829928426885,0.0082650345772989,2.91228070175439,1.06893652052199,4.55223880597015,1.51561915721645,2.05882352941176,0.722134717433197,5,"N","A","SMCA","ML",3896.539074,"M",1.56605845846914,0.448561926673367,1.14138358534059,0.132241197854097,"SPUL","SMCA",1.47142857142857,0.386233746180277
"124","Point Vicente SMCA",2018,5.35987261146497,1.67894020828255,0.782518798869681,-0.245237332741795,4.96551724137931,1.60251746958953,5.95866141732284,1.78484586144324,3.57352941176471,1.27355373816444,6,"N","A","SMCA","ML",3896.539074,"M",2.77823852163801,1.02181710156712,1.20134113743202,0.183438547254458,"SPUL","SMCA",1.90189873417722,0.642852720948296
"125","Point Vicente SMCA",2019,6.52717391304348,1.875974064471,0.91419894170345,-0.0897070707055419,5.33620689655172,1.67451508157823,7.02083333333333,1.94888191944447,1.32758620689655,0.283362411307264,7,"N","A","SMCA","ML",3896.539074,"M",2.42064417336138,0.884033692086443,1.30705712424675,0.26777814007318,"SPUL","SMCA",1.54775280898876,0.436804078300884
"126","Point Vicente SMCA",2020,1.74603174603175,0.557345639400883,0.783889301165316,-0.243487466094253,1.8,0.587786664902119,1.86394557823129,0.622695519609334,1.38461538461538,0.325422400434628,8,"N","A","SMCA","ML",3896.539074,"M",2.43804197820017,0.891195249204602,1.20576847700211,0.187117103923435,"SPUL","SMCA",1.85333333333333,0.616985819594381
"127","Santa Barbara Island SMR",2011,2.66903283052351,0.981716171029954,1.28181818181818,0.248279524585752,0.270941652224148,-1.30585178672993,1.21704067321178,0.1964222343276,2.33333333333333,0.847297860387204,6,"N","B","SMR","C",3307.221086,"M",0.881847284507491,-0.125736384783891,1.12567004169148,0.118378450976147,"SPUL","SMR",0.792792792792793,-0.232193386834128
"128","Santa Barbara Island SMR",2013,3.47663551401869,1.24606501981124,5.61725490196079,1.72584309296585,0.201263537906137,-1.60314009584711,0.871270452358037,-0.137802842453477,1.125,0.117783035656383,8,"N","B","SMR","C",3307.221086,"M",0.658755740555685,-0.417402464848505,0.908256880733945,-0.0962280320945538,"SPUL","SMR",0.725961538461538,-0.320258242886394
"129","Santa Barbara Island SMR",2019,0.266666666666667,-1.32175583998232,0.683511294358107,-0.380512098656037,0.0606060606060606,-2.80336038090653,0.078920041536864,-2.53932007151179,1.5,0.405465108108164,14,"N","A","SMR","C",3307.221086,"M",1.53851088473936,0.430814990658645,1.1535554422272,0.142848861826164,"SPUL","SMR",0.887640449438202,-0.119188517265118
"130","Scorpion SMR",2004,0.146985859588191,-1.91741889010788,23,3.13549421592915,0.612134017506792,-0.490804037588822,0.22555229414491,-1.48920324384313,2.05263157894737,0.719122666963206,0,"N","B","SMR","C",2495.721854,"M",1.56458660956012,0.44762164185316,1.31872825055362,0.27666782563505,"SPUL","SMR",1.36633663366337,0.312133168315945
"131","Scorpion SMR",2005,0.260356347438753,-1.34570401926423,14.5659574468085,2.67868712438603,0.680555555555556,-0.384845820905429,0.327412116679132,-1.11653560593598,1.43478260869565,0.361013345537331,0,"N","B","SMR","C",2495.721854,"M",1.09742421263459,0.0929658090357402,1.04788863334409,0.0467773143591837,"SPUL","SMR",0.966145833333333,-0.0344404899802918
"132","Scorpion SMR",2006,1.5428002815329,0.433599129833704,15.7424242424242,2.7563592490728,2.75354838709677,1.01289040250835,1.70186886284447,0.53172697832523,1.28,0.246860077931526,1,"N","B","SMR","C",2495.721854,"M",1.10353359215135,0.0985173877115359,1.00770135675633,0.00767185269244985,"SPUL","SMR",1.18764988009592,0.171976463779859
"133","Scorpion SMR",2007,0.80495053672911,-0.216974448508405,8.65,2.15755932094379,0.987242798353909,-0.0128392734948995,0.830442811108295,-0.185796213096556,1.056,0.0544881852840698,2,"N","B","SMR","C",2495.721854,"M",1.09460173387036,0.0903905837483112,1.07661285256147,0.07381986517626,"SPUL","SMR",1.02477477477477,0.0244728565187257
"134","Scorpion SMR",2008,0.570524924471299,-0.561198421815231,2.89257369614512,1.06214665811726,1.10212531051615,0.0972404161681441,0.668932437285179,-0.402072214558916,1.08333333333333,0.0800427076735364,3,"N","B","SMR","C",2495.721854,"M",1.46856614952431,0.384286516283354,1.01161512158471,0.0115481838877064,"SPUL","SMR",1.04646464646465,0.0454174796907928
"135","Scorpion SMR",2009,1.43240253130947,0.359353126321161,7.20878325508607,1.97530017909253,1.02146315927235,0.0212360693019656,1.35711617932314,0.30536199201713,1.54666666666667,0.436102077570054,4,"N","B","SMR","C",2495.721854,"M",1.08661818500086,0.0830702906853387,1.10908467323154,0.103535056428883,"SPUL","SMR",0.922995780590717,-0.0801306158974073
"136","Scorpion SMR",2010,0.790164518619707,-0.235514103785036,6.19581571815718,1.82387418004601,1.01319423135931,0.0131079456425119,0.826177906165953,-0.1909451458852,1.68981481481481,0.524618945898327,5,"N","B","SMR","C",2495.721854,"M",2.04838620168359,0.71705226444004,1.2448720064995,0.219032718607272,"SPUL","SMR",1.00980392156863,0.00975617494536466
"137","Scorpion SMR",2011,0.576437587657784,-0.550888205918061,18.0018274853801,2.89047327970821,0.781579624388989,-0.246438247696505,0.60684583397505,-0.499480500452836,1.43538961038961,0.361436317858623,6,"N","B","SMR","C",2495.721854,"M",2.02680575839475,0.706461035741867,1.43220408931504,0.359214578854773,"SPUL","SMR",0.852941176470588,-0.159064694629687
"138","Scorpion SMR",2012,1.19019876627827,0.174120323661343,12.9745322245322,2.56298837634289,0.661689587426326,-0.412958734182351,1.0297419971333,0.0293082826440347,1.62719298245614,0.486856433652994,7,"N","B","SMR","C",2495.721854,"M",1.65487791400817,0.503727238137141,1.01001585744987,0.00996603117533486,"SPUL","SMR",1.36923076923077,0.314249099836503
"139","Scorpion SMR",2013,1.60159476651292,0.470999861911716,6.63943355119826,1.89302665129488,0.469980561825934,-0.755063942950452,1.20044697367945,0.182693965507432,1.44009839611691,0.364711441890224,8,"N","B","SMR","C",2495.721854,"M",1.83110851841887,0.604921531232081,1.03403490680931,0.0334685345196209,"SPUL","SMR",1.37807606263982,0.320688368919951
"140","Scorpion SMR",2014,0.525044420001692,-0.644272410442665,17.1470013618269,2.84182331061742,0.434894162924952,-0.832652581117381,0.50592845659164,-0.681360009826298,1.97685185185185,0.68150560554446,9,"Y","D","SMR","C",2495.721854,"M",2.35949322468201,0.858446860674358,1.51135104676473,0.413003983748675,"SPUL","SMR",1.85714285714286,0.619039208406223
"141","Scorpion SMR",2015,0.106434491107179,-2.24022559006341,22.6873518638225,3.12180758258546,0.320543293718166,-1.13773792994019,0.151397629152642,-1.88784559759518,1.73809523809524,0.552789822865023,10,"Y","D","SMR","C",2495.721854,"M",0.958401932487831,-0.0424880352542126,1.13781974617082,0.12911392787781,"SPUL","SMR",1.09677419354839,0.0923733201310151
"142","Scorpion SMR",2016,0.0913238221632382,-2.39334360358365,12.1497502226697,2.49730861177028,0.845403022670025,-0.167941815424061,0.17473474801061,-1.74448618058648,1.8802972027972,0.631429850941746,11,"Y","D","SMR","C",2495.721854,"M",1.73757318414328,0.552489417940008,1.22731444349395,0.204828403063406,"SPUL","SMR",0.727586206896552,-0.318022789504453
"143","Scorpion SMR",2017,0.0837960625946492,-2.47936925834201,16.2729532163743,2.78950441775111,0.491509433962264,-0.710274145352746,0.143307086614173,-1.94276549237584,2.05416666666667,0.719870250700699,12,"N","A","SMR","C",2495.721854,"M",1.41925968835465,0.350135389435854,1.11248823945919,0.106599163729742,"SPUL","SMR",0.944723618090452,-0.0568628618945432
"144","Scorpion SMR",2018,0.100698142231689,-2.29562792797111,6.90748589166456,1.93260573534712,0.511613308223478,-0.670186196669186,0.164372631158987,-1.80561928735403,1.77173520923521,0.571959410562876,13,"N","A","SMR","C",2495.721854,"M",1.53635178710067,0.429410636562891,1.21140244812152,0.19177873646536,"SPUL","SMR",0.914473684210526,-0.0894065877155846
"145","Scorpion SMR",2019,0.0331682364404027,-3.40616259474433,5.51369124462345,1.70723431622489,0.356695869837297,-1.03087176549762,0.0572344779397085,-2.86059880100023,1.44976076555024,0.371398553544558,14,"N","A","SMR","C",2495.721854,"M",2.40617094622392,0.878036664996937,1.33099738789819,0.285928576900298,"SPUL","SMR",1.01360544217687,0.0135137191667226
"146","Scorpion SMR",2020,0.0503333386539822,-2.98908762512707,10.4182507234372,2.34355914540289,0.673055493648317,-0.395927495607068,0.0903266881540727,-2.40432231234647,1.81409523809524,0.595586852021084,15,"N","A","SMR","C",2495.721854,"M",1.93432337388155,0.659757587749691,1.11579613630481,0.109568173710273,"SPUL","SMR",1.1651376146789,0.152839204229447
"147","South La Jolla SMR",2011,0.764705882352941,-0.268263986594679,0.828641451944095,-0.187967724106779,0.75,-0.287682072451781,0.68,-0.385662480811985,0.592592592592593,-0.523248143764548,0,"N","B","SMR","ML",1306.320744,"S",1.28805763557183,0.25313537479577,0.833333333333333,-0.182321556793955,"SPUL","SMR",1.25,0.22314355131421
"148","South La Jolla SMR",2012,0.279569892473118,-1.27450295513177,0.719210555330957,-0.329601119443331,1.38271604938272,0.324049716622656,0.76,-0.27443684570176,0.87719298245614,-0.131028262406404,0,"N","B","SMR","ML",1306.320744,"S",2.27061412060868,0.820050332617657,1.42042042042042,0.350952898511489,"SPUL","SMR",1.36363636363636,0.310154928303839
"149","South La Jolla SMR",2019,1.25,0.22314355131421,0.994074074074074,-0.00594355390084811,0.568181818181818,-0.565313809050061,0.613636363636364,-0.488352767913932,0.764705882352941,-0.268263986594679,7,"N","A","SMR","ML",1306.320744,"S",1.11109311939295,0.105344322980378,0.897082334132694,-0.10860763280487,"SPUL","SMR",1.47826086956522,0.390866308687012
"150","South La Jolla SMR",2020,0.888888888888889,-0.117783035656383,1.19520789288231,0.178320139191806,0.294117647058824,-1.22377543162212,0.285714285714286,-1.25276296849537,0.8,-0.22314355131421,8,"N","A","SMR","ML",1306.320744,"S",3.06563806180444,1.12025572449383,1.08813422276127,0.0844645073332486,"SPUL","SMR",1.88461538461538,0.633723760089145
"151","South Point SMR",2003,59.1666666666667,4.08035832024736,1.02021082495659,0.0200092970724196,1.69325153374233,0.526650664910388,3.83435582822086,1.34400144892964,1,0,0,"N","B","SMR","C",3387.008573,"M",NA,NA,NA,NA,NA,NA,NA,NA
"152","South Point SMR",2005,2.17241379310345,0.775838896405059,1.29821609959937,0.260991091018822,5.51470588235294,1.7074183207943,5.15384615384615,1.63974326192943,1,0,0,"N","B","SMR","C",3387.008573,"M",1.93333658226463,0.659247309364557,NA,NA,"SPUL","SMR",1.45161290322581,0.372675285285174
"153","South Point SMR",2007,6.27678571428571,1.83685802051557,1.165506169493,0.153155472909952,3.9594414893617,1.37610297727962,4.52036199095023,1.5085920771308,1,0,2,"N","B","SMR","C",3387.008573,"M",1.89120853828676,0.637216062964986,1.05538893649807,0.0539093591772992,"SPUL","SMR",1.375,0.318453731118535
"154","South Point SMR",2008,4.96902654867257,1.60322395546616,0.920665860794232,-0.0826581089954052,3.13898305084746,1.14389887830636,3.7260101010101,1.31533798312851,1,0,3,"N","B","SMR","C",3387.008573,"M",2.63435794035997,0.968639486404424,1.26206247385302,0.232747266739245,"SPUL","SMR",1.36153846153846,0.308615282118247
"155","South Point SMR",2009,1.22027627035027,0.199077284215763,1.1356295783263,0.127187191707822,3.62798264642082,1.28867674900574,2.51396648044693,0.92186177692361,1.04166666666667,0.0408219945202552,4,"N","B","SMR","C",3387.008573,"M",2.41618141707375,0.882188367101873,1.26137884771828,0.232205446213744,"SPUL","SMR",1.37967914438503,0.321850968067031
"156","South Point SMR",2010,6.44611186903138,1.86347713804119,1.25069486029839,0.223699285104291,2.86669851887243,1.05316102576419,4.39839954272649,1.48124073446524,1,0,5,"N","B","SMR","C",3387.008573,"M",2.28341725746083,0.825673118022908,1.10202176529835,0.0971464612601368,"SPUL","SMR",1.27027027027027,0.239229689065834
"157","South Point SMR",2011,7.3747870528109,1.99806702761388,1.00104770372972,0.00104715527121846,2.72327044025157,1.00183352578226,5.12960698689956,1.6350290455071,1.056,0.0544881852840698,6,"N","B","SMR","C",3387.008573,"M",5.13962681148574,1.63698047206191,1.10585234319215,0.100616388936306,"SPUL","SMR",2.45454545454545,0.897941593205958
"158","South Point SMR",2012,3.56345177664975,1.27072967528782,1.27917931950297,0.246218715664406,1.44507729861676,0.36816281398608,1.75035663338088,0.559819557676321,1,0,7,"N","B","SMR","C",3387.008573,"M",2.27019822862527,0.819867153066253,1.19265524888218,0.17618212304854,"SPUL","SMR",1.27710843373494,0.244598486315469
"159","South Point SMR",2014,1.03727414677671,0.036596259571069,1.08339805431688,0.0801024483353764,2.29502984687257,0.830745848601174,1.36005593101841,0.307525824651152,1.21551724137931,0.195169699271804,9,"Y","D","SMR","C",3387.008573,"M",0.992167946409328,-0.00786288521117528,1.13263721090784,0.124548728570584,"SPUL","SMR",0.888888888888889,-0.117783035656383
"160","South Point SMR",2015,0.374987219249514,-0.980863335593826,1.24090470755197,0.215840716450655,1.27209256908505,0.240663236707932,0.507856178208908,-0.677556985249915,1.0625,0.0606246218164348,10,"Y","D","SMR","C",3387.008573,"M",2.74450619510388,1.00960116628487,1.35463687150838,0.303533426908793,"SPUL","SMR",1.475,0.388657989791783
"161","South Point SMR",2016,0.61466539693533,-0.486677229259274,1.51375369789095,0.414592458749858,0.87498325070347,-0.133550534860911,0.677889496610225,-0.388770988675835,1.1,0.0953101798043249,11,"Y","D","SMR","C",3387.008573,"M",1.10301446653133,0.0980468558075915,0.847142807579013,-0.165885994552748,"SPUL","SMR",1.09941520467836,0.0947784063272895
"162","South Point SMR",2017,0.667674261963825,-0.403954856167218,2.68765342720876,0.988668481018212,1.65296411340956,0.502570108627152,0.863681867277852,-0.146550787152875,1.39583333333333,0.333491608483075,12,"N","A","SMR","C",3387.008573,"M",1.39301657048635,0.331471590266293,0.969625902862957,-0.0308449490250021,"SPUL","SMR",1.56896551724138,0.450416495970431
"163","South Point SMR",2018,1.25313041803121,0.225644755119377,1.30361425049476,0.26514059956831,1.78947368421053,0.581921545449721,1.38221047996477,0.323684014736395,1.42,0.350656871613169,13,"N","A","SMR","C",3387.008573,"M",1.85387714339284,0.617279199248343,1.04808001736878,0.0469599354352737,"SPUL","SMR",1.15384615384615,0.143100843640673
"164","South Point SMR",2019,0.772131941691989,-0.25859983463318,1.72172364230483,0.54332590665979,3.31627132750728,1.19884105766128,1.14083837217202,0.131763406307882,1.42857142857143,0.356674943938732,14,"N","A","SMR","C",3387.008573,"M",2.51295124038571,0.921457855422842,1.00730387654994,0.00727733241529794,"SPUL","SMR",1.96774193548387,0.676886659688165
"165","South Point SMR",2020,0.4130780714274,-0.884118668952785,0.923371291989389,-0.0797238588560517,1.17089153302294,0.157765452676301,0.478345630136165,-0.737421732185222,1.14285714285714,0.133531392624523,15,"N","A","SMR","C",3387.008573,"M",2.72242907876408,1.00152452544493,1.20448266335129,0.186050149736571,"SPUL","SMR",1.81052631578947,0.593617585212912
